LSOA code (2011),la19nm,england_imd_rank,england_imd_decile,london_imd_rank,london_imd_decile,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) rank - England,Index of Multiple Deprivation (IMD) decile - England,Index of Multiple Deprivation (IMD) rank rebased for London,Index of Multiple Deprivation (IMD) decile rebased for London,Index of Multiple Deprivation (IMD) quintile rebased for London
E01002048,Haringey,10638,4,1776,4,"1,719",2,7803,3,8731,4,14791,5,5577,2,2153,5,5459,3,20896,6,16559,4,Haringey 027D,E09000014,Haringey,10638.0,4.0,1776.0,4.0,2.0
E01002049,Haringey,7343,3,983,3,"4,004",3,5350,2,5637,2,8942,3,4343,2,1574,4,11946,7,14749,3,12586,2,Haringey 026D,E09000014,Haringey,7343.0,3.0,983.0,3.0,2.0
E01002050,Haringey,11791,4,2010,5,"6,098",4,24402,9,15816,7,16426,5,13181,6,1583,4,7694,4,20586,5,5471,1,Haringey 029A,E09000014,Haringey,11791.0,4.0,2010.0,5.0,3.0
E01002051,Haringey,5369,2,492,2,"1,440",1,10444,4,6610,3,7306,2,1827,1,1397,3,5935,3,13136,3,8307,1,Haringey 029B,E09000014,Haringey,5369.0,2.0,492.0,2.0,1.0
E01002052,Haringey,8956,3,1399,3,"4,855",3,21876,8,12298,5,9338,3,10761,5,1125,3,11510,7,24608,7,4036,1,Haringey 029C,E09000014,Haringey,8956.0,3.0,1399.0,3.0,2.0
E01002053,Haringey,5534,2,531,2,647,1,6648,3,4232,1,6544,2,6064,2,1751,4,7055,4,11650,2,9452,1,Haringey 032A,E09000014,Haringey,5534.0,2.0,531.0,2.0,1.0
E01002054,Haringey,5281,2,478,1,"1,301",1,2979,1,3362,1,5728,1,8156,3,1582,4,10664,6,12377,2,8268,1,Haringey 032B,E09000014,Haringey,5281.0,2.0,478.0,1.0,1.0
E01002055,Haringey,11825,4,2015,5,"5,059",4,25350,9,16684,7,18046,6,5908,2,1489,4,7096,4,22074,6,7724,1,Haringey 029D,E09000014,Haringey,11825.0,4.0,2015.0,5.0,3.0
E01002056,Haringey,8479,3,1273,3,"1,698",2,5475,2,7003,3,11316,4,6024,2,1300,3,8101,4,15695,4,15274,3,Haringey 032C,E09000014,Haringey,8479.0,3.0,1273.0,3.0,2.0
E01002057,Haringey,12189,4,2088,5,"3,740",3,6988,3,9006,4,15755,5,11225,5,1698,4,11021,6,21193,6,14746,3,Haringey 032D,E09000014,Haringey,12189.0,4.0,2088.0,5.0,3.0
E01002058,Haringey,10897,4,1823,4,"3,813",3,9715,4,10371,4,15549,5,5378,2,1354,3,6444,3,18424,5,20090,5,Haringey 031D,E09000014,Haringey,10897.0,4.0,1823.0,4.0,2.0
E01002059,Haringey,13380,5,2304,5,"4,782",3,15809,7,10304,4,11686,4,13195,6,2334,5,10043,6,17450,4,29101,9,Haringey 028C,E09000014,Haringey,13380.0,5.0,2304.0,5.0,3.0
E01002060,Haringey,22247,7,3702,8,"12,870",7,20742,8,18991,8,21091,7,19645,8,3199,7,11660,7,26653,8,28741,8,Haringey 028D,E09000014,Haringey,22247.0,7.0,3702.0,8.0,4.0
E01002061,Haringey,19827,7,3371,7,"13,553",7,21811,8,19506,8,23264,8,8899,4,3015,7,7036,4,24449,7,31581,10,Haringey 036A,E09000014,Haringey,19827.0,7.0,3371.0,7.0,4.0
E01002062,Haringey,18183,6,3116,7,"10,508",6,18407,7,18149,7,20820,7,9657,4,3076,7,4119,2,25988,7,30932,9,Haringey 034D,E09000014,Haringey,18183.0,6.0,3116.0,7.0,4.0
E01002063,Haringey,12876,4,2219,5,"9,320",6,14361,6,13230,6,12404,4,7592,3,2228,5,9952,6,14596,3,25914,7,Haringey 036B,E09000014,Haringey,12876.0,4.0,2219.0,5.0,3.0
E01002064,Haringey,7606,3,1054,3,"2,843",2,3621,1,5892,2,7923,2,2648,1,2064,5,10852,6,13915,3,20934,6,Haringey 036C,E09000014,Haringey,7606.0,3.0,1054.0,3.0,2.0
E01002065,Haringey,9234,3,1461,4,"4,570",3,8174,3,11415,5,12848,4,3192,1,2112,5,3947,2,9799,2,23064,6,Haringey 036D,E09000014,Haringey,9234.0,3.0,1461.0,4.0,2.0
E01002066,Haringey,2497,1,34,1,666,1,820,1,1416,1,2979,1,1313,1,1191,3,7903,4,10320,2,10971,2,Haringey 025A,E09000014,Haringey,2497.0,1.0,34.0,1.0,1.0
E01002067,Haringey,4260,2,263,1,"1,201",1,3294,1,2751,1,4952,1,3352,1,1688,4,6531,3,15586,4,9075,1,Haringey 024A,E09000014,Haringey,4260.0,2.0,263.0,1.0,1.0
E01002068,Haringey,7220,3,948,2,"1,467",1,5991,2,7694,3,10434,3,1963,1,1537,4,7338,4,14994,3,12379,2,Haringey 025B,E09000014,Haringey,7220.0,3.0,948.0,2.0,1.0
E01002069,Haringey,4272,2,265,1,850,1,6101,2,5435,2,7744,2,1082,1,1069,3,5638,3,11434,2,6290,1,Haringey 024B,E09000014,Haringey,4272.0,2.0,265.0,1.0,1.0
E01002070,Haringey,10051,4,1656,4,"5,194",4,12759,5,11129,5,16561,5,4276,2,1400,3,3077,1,22979,6,14616,3,Haringey 024C,E09000014,Haringey,10051.0,4.0,1656.0,4.0,2.0
E01002071,Haringey,1685,1,10,1,415,1,953,1,1075,1,4193,1,628,1,1539,4,6896,4,2776,1,6996,1,Haringey 025C,E09000014,Haringey,1685.0,1.0,10.0,1.0,1.0
E01002072,Haringey,5544,2,535,2,"1,750",2,7482,3,6056,2,8929,3,749,1,1298,3,2625,1,20356,5,15122,3,Haringey 025D,E09000014,Haringey,5544.0,2.0,535.0,2.0,1.0
E01002073,Haringey,4466,2,305,1,"2,036",2,1918,1,4314,2,10256,3,803,1,1265,3,6035,3,10239,2,7710,1,Haringey 024D,E09000014,Haringey,4466.0,2.0,305.0,1.0,1.0
E01002074,Haringey,4179,2,248,1,"1,375",1,4291,2,3256,1,5118,1,5418,2,1152,3,6741,4,12851,3,6971,1,Haringey 012A,E09000014,Haringey,4179.0,2.0,248.0,1.0,1.0
E01002075,Haringey,6284,2,718,2,"1,796",2,8629,4,6517,3,7765,2,9573,4,767,2,9788,6,13287,3,6579,1,Haringey 015A,E09000014,Haringey,6284.0,2.0,718.0,2.0,1.0
E01002076,Haringey,6556,2,794,2,"4,576",3,4446,2,5559,2,8255,2,5984,2,940,2,8315,5,16918,4,10385,2,Haringey 015B,E09000014,Haringey,6556.0,2.0,794.0,2.0,1.0
E01002077,Haringey,4915,2,403,1,981,1,4083,2,4370,2,9511,3,1277,1,1803,4,3840,2,16478,4,6909,1,Haringey 012B,E09000014,Haringey,4915.0,2.0,403.0,1.0,1.0
E01002078,Haringey,6136,2,680,2,686,1,7110,3,5840,2,9238,3,8729,4,249,1,4817,2,16393,4,12976,2,Haringey 015C,E09000014,Haringey,6136.0,2.0,680.0,2.0,1.0
E01002079,Haringey,9991,4,1640,4,"4,113",3,10113,4,8908,4,13378,4,8411,4,1486,4,11056,6,17684,4,9910,2,Haringey 012C,E09000014,Haringey,9991.0,4.0,1640.0,4.0,2.0
E01002080,Haringey,7760,3,1096,3,"2,790",2,2214,1,6310,2,12568,4,5428,2,720,2,4646,2,18760,5,17372,4,Haringey 015D,E09000014,Haringey,7760.0,3.0,1096.0,3.0,2.0
E01002081,Haringey,2971,1,79,1,226,1,1736,1,1958,1,5689,1,732,1,1231,3,5771,3,15286,3,6221,1,Haringey 012D,E09000014,Haringey,2971.0,1.0,79.0,1.0,1.0
E01002082,Haringey,546,1,1,1,200,1,385,1,179,1,356,1,2223,1,331,1,11944,7,6165,1,6781,1,Haringey 013A,E09000014,Haringey,546.0,1.0,1.0,1.0,1.0
E01002083,Haringey,16376,5,2821,6,"4,122",3,15617,6,14580,6,19306,6,10613,5,2818,6,8548,5,19084,5,22872,6,Haringey 019A,E09000014,Haringey,16376.0,5.0,2821.0,6.0,3.0
E01002084,Haringey,9491,3,1514,4,"5,259",4,13597,6,9933,4,13012,4,2230,1,2006,5,8497,5,16753,4,15123,3,Haringey 019B,E09000014,Haringey,9491.0,3.0,1514.0,4.0,2.0
E01002085,Haringey,8908,3,1381,3,"1,967",2,4176,2,7249,3,14008,5,3302,1,1326,3,6417,3,20198,5,17355,4,Haringey 019C,E09000014,Haringey,8908.0,3.0,1381.0,3.0,2.0
E01002086,Haringey,6661,3,814,2,"4,250",3,5434,2,5098,2,7590,2,5338,2,1566,4,7439,4,16475,4,12251,2,Haringey 013B,E09000014,Haringey,6661.0,3.0,814.0,2.0,1.0
E01002087,Haringey,5776,2,582,2,"2,754",2,3582,1,4853,2,6980,2,2609,1,1366,3,4857,2,14281,3,18856,5,Haringey 019D,E09000014,Haringey,5776.0,2.0,582.0,2.0,1.0
E01002088,Haringey,11266,4,1899,4,"5,769",4,15884,7,14260,6,21387,7,4388,2,1939,5,3476,2,21957,6,8984,1,Haringey 013C,E09000014,Haringey,11266.0,4.0,1899.0,4.0,2.0
E01002089,Haringey,2662,1,47,1,383,1,3102,1,1073,1,2043,1,14776,7,1115,3,12432,7,11269,2,5560,1,Haringey 013D,E09000014,Haringey,2662.0,1.0,47.0,1.0,1.0
E01002090,Haringey,4418,2,297,1,"2,825",2,4828,2,4413,2,6247,2,8173,3,219,1,6515,3,13224,3,7629,1,Haringey 005A,E09000014,Haringey,4418.0,2.0,297.0,1.0,1.0
E01002091,Haringey,3886,2,203,1,660,1,5787,2,3078,1,5256,1,4955,2,869,2,8386,5,11729,2,6149,1,Haringey 006A,E09000014,Haringey,3886.0,2.0,203.0,1.0,1.0
E01002092,Haringey,5577,2,545,2,"2,339",2,2749,1,3586,1,8409,2,4862,2,1034,3,9015,5,13876,3,10387,2,Haringey 006B,E09000014,Haringey,5577.0,2.0,545.0,2.0,1.0
E01002093,Haringey,2674,1,50,1,691,1,4463,2,2731,1,3508,1,2781,1,707,2,4561,2,9735,2,6552,1,Haringey 005B,E09000014,Haringey,2674.0,1.0,50.0,1.0,1.0
E01002094,Haringey,3922,2,209,1,633,1,5634,2,3471,1,6583,2,1523,1,923,2,5616,3,16008,4,7267,1,Haringey 006C,E09000014,Haringey,3922.0,2.0,209.0,1.0,1.0
E01002095,Haringey,2671,1,49,1,"1,058",1,2297,1,2141,1,5063,1,669,1,971,3,4581,2,13933,3,6452,1,Haringey 006D,E09000014,Haringey,2671.0,1.0,49.0,1.0,1.0
E01002096,Haringey,3397,2,123,1,"1,297",1,4430,2,3658,1,5765,1,2886,1,382,1,3708,2,9959,2,9767,2,Haringey 005C,E09000014,Haringey,3397.0,2.0,123.0,1.0,1.0
E01002097,Haringey,3670,2,169,1,800,1,3168,1,2953,1,6840,2,3319,1,631,2,2120,1,15870,4,9260,1,Haringey 005D,E09000014,Haringey,3670.0,2.0,169.0,1.0,1.0
E01002098,Haringey,12784,4,2201,5,"5,699",4,6784,3,10886,5,16411,5,8170,3,2575,6,5228,3,16984,4,23973,7,Haringey 007A,E09000014,Haringey,12784.0,4.0,2201.0,5.0,3.0
E01002099,Haringey,4119,2,242,1,757,1,2926,1,2843,1,5969,1,9147,4,450,1,13894,8,5432,1,11276,2,Haringey 008A,E09000014,Haringey,4119.0,2.0,242.0,1.0,1.0
E01002100,Haringey,6336,2,730,2,"2,587",2,9762,4,7288,3,9437,3,4141,2,800,2,5235,3,16335,4,8907,1,Haringey 008B,E09000014,Haringey,6336.0,2.0,730.0,2.0,1.0
E01002101,Haringey,13136,4,2267,5,"3,559",3,15297,6,14810,6,18720,6,11832,5,1312,3,8438,5,18746,5,11767,2,Haringey 007B,E09000014,Haringey,13136.0,4.0,2267.0,5.0,3.0
E01002102,Haringey,8989,3,1406,3,"2,615",2,8679,4,9126,4,14588,5,3202,1,1389,3,5647,3,15496,3,16382,4,Haringey 007C,E09000014,Haringey,8989.0,3.0,1406.0,3.0,2.0
E01002103,Haringey,10425,4,1736,4,"8,054",5,10012,4,12372,5,16415,5,6025,2,812,2,7291,4,16248,4,14316,3,Haringey 008C,E09000014,Haringey,10425.0,4.0,1736.0,4.0,2.0
E01002104,Haringey,10478,4,1742,4,"7,511",5,9830,4,9575,4,12513,4,7836,3,1236,3,9617,5,22579,6,13485,3,Haringey 008D,E09000014,Haringey,10478.0,4.0,1742.0,4.0,2.0
E01002105,Haringey,9038,3,1419,3,"1,969",2,10597,5,11107,5,15035,5,2461,1,779,2,6706,3,17798,4,15667,3,Haringey 007D,E09000014,Haringey,9038.0,3.0,1419.0,3.0,2.0
E01002106,Harrow,23970,8,3910,9,"21,400",9,24077,9,22206,8,24387,8,16781,7,2422,6,18679,10,31370,10,25217,7,Harrow 008A,E09000015,Harrow,23970.0,8.0,3910.0,9.0,5.0
E01002107,Harrow,28989,9,4559,10,"20,822",9,28122,10,25841,9,28393,9,22333,9,3848,8,18596,10,32117,10,28759,8,Harrow 012A,E09000015,Harrow,28989.0,9.0,4559.0,10.0,5.0
E01002108,Harrow,26452,9,4234,9,"14,754",7,24509,9,20477,8,28296,9,26344,10,2987,7,17565,9,30807,9,27633,8,Harrow 008B,E09000015,Harrow,26452.0,9.0,4234.0,9.0,5.0
E01002109,Harrow,25766,8,4138,9,"18,703",8,25680,9,22415,8,29568,9,21182,9,1986,5,15912,9,31564,10,31331,10,Harrow 008C,E09000015,Harrow,25766.0,8.0,4138.0,9.0,5.0
E01002110,Harrow,27531,9,4373,10,"14,898",7,25014,9,21500,8,28405,9,26467,10,3302,7,17415,9,31886,10,29406,9,Harrow 008D,E09000015,Harrow,27531.0,9.0,4373.0,10.0,5.0
E01002111,Harrow,19020,6,3240,7,"11,929",7,18568,7,15799,7,17777,6,16604,7,1969,5,14452,8,31695,10,24199,7,Harrow 008E,E09000015,Harrow,19020.0,6.0,3240.0,7.0,4.0
E01002112,Harrow,29072,9,4565,10,"17,941",8,24301,9,21940,8,29834,10,24645,10,4045,9,19686,10,32305,10,29782,9,Harrow 001A,E09000015,Harrow,29072.0,9.0,4565.0,10.0,5.0
E01002113,Harrow,18020,6,3088,7,"11,955",7,15425,6,12974,5,12815,4,24107,10,2141,5,20816,10,28337,8,25929,7,Harrow 002A,E09000015,Harrow,18020.0,6.0,3088.0,7.0,4.0
E01002114,Harrow,12948,4,2236,5,"7,441",5,12952,6,9499,4,18601,6,20680,9,58,1,21124,10,25915,7,23538,7,Harrow 001B,E09000015,Harrow,12948.0,4.0,2236.0,5.0,3.0
E01002115,Harrow,21124,7,3562,8,"14,685",7,25021,9,18491,7,22438,7,18038,8,1228,3,19819,10,31028,10,27246,8,Harrow 002B,E09000015,Harrow,21124.0,7.0,3562.0,8.0,4.0
E01002116,Harrow,26311,9,4215,9,"26,584",10,21050,8,25464,9,31326,10,21873,9,1146,3,22182,10,32301,10,30952,9,Harrow 002C,E09000015,Harrow,26311.0,9.0,4215.0,9.0,5.0
E01002117,Harrow,17612,6,3013,7,"13,621",7,11592,5,13665,6,14981,5,20574,9,1220,3,19303,10,29719,9,28059,8,Harrow 002D,E09000015,Harrow,17612.0,6.0,3013.0,7.0,4.0
E01002118,Harrow,15531,5,2671,6,"9,237",6,15965,7,15041,6,22699,8,9077,4,758,2,14892,8,22351,6,21177,6,Harrow 002E,E09000015,Harrow,15531.0,5.0,2671.0,6.0,3.0
E01002119,Harrow,14963,5,2574,6,"8,144",5,11666,5,10387,4,18086,6,11277,5,1547,4,14316,8,29639,9,18480,5,Harrow 007A,E09000015,Harrow,14963.0,5.0,2574.0,6.0,3.0
E01002120,Harrow,7228,3,953,2,"2,005",2,7468,3,5741,2,8145,2,18285,8,92,1,16372,9,16585,4,14654,3,Harrow 007B,E09000015,Harrow,7228.0,3.0,953.0,2.0,1.0
E01002121,Harrow,22384,7,3719,8,"12,316",7,26532,9,20128,8,25884,8,15978,7,1920,4,16516,9,31596,10,22807,6,Harrow 007C,E09000015,Harrow,22384.0,7.0,3719.0,8.0,4.0
E01002122,Harrow,18298,6,3134,7,"11,064",6,19255,8,19131,8,27975,9,4306,2,1951,5,11676,7,29499,9,19879,5,Harrow 007D,E09000015,Harrow,18298.0,6.0,3134.0,7.0,4.0
E01002123,Harrow,16942,6,2923,7,"9,233",6,17024,7,16550,7,24927,8,8750,4,1581,4,8599,5,30071,9,17406,4,Harrow 007E,E09000015,Harrow,16942.0,6.0,2923.0,7.0,4.0
E01002124,Harrow,19547,6,3325,7,"9,315",6,24346,9,19507,8,24429,8,17042,8,2058,5,12325,7,28300,8,14013,3,Harrow 010A,E09000015,Harrow,19547.0,6.0,3325.0,7.0,4.0
E01002125,Harrow,18470,6,3165,7,"9,169",5,21740,8,18327,7,24939,8,8701,4,1792,4,14055,8,31505,10,15170,3,Harrow 010B,E09000015,Harrow,18470.0,6.0,3165.0,7.0,4.0
E01002126,Harrow,19272,6,3280,7,"4,269",3,19220,8,15746,7,24910,8,12747,6,1501,4,10926,6,27595,8,30939,9,Harrow 023A,E09000015,Harrow,19272.0,6.0,3280.0,7.0,4.0
E01002127,Harrow,20756,7,3507,8,"13,765",7,20733,8,19482,8,21855,7,18467,8,1914,4,9285,5,27783,8,30167,9,Harrow 023B,E09000015,Harrow,20756.0,7.0,3507.0,8.0,4.0
E01002128,Harrow,16310,5,2812,6,"8,580",5,17693,7,14968,6,15186,5,15465,7,2209,5,8413,5,20802,5,27972,8,Harrow 020A,E09000015,Harrow,16310.0,5.0,2812.0,6.0,3.0
E01002129,Harrow,16216,5,2801,6,"12,237",7,15362,6,13682,6,16154,5,9961,4,1963,5,10823,6,26866,8,27338,8,Harrow 023C,E09000015,Harrow,16216.0,5.0,2801.0,6.0,3.0
E01002130,Harrow,11018,4,1845,4,"2,413",2,6421,3,6931,3,13880,4,9191,4,1666,4,7006,4,17835,4,28784,9,Harrow 020B,E09000015,Harrow,11018.0,4.0,1845.0,4.0,2.0
E01002131,Harrow,8650,3,1315,3,"3,925",3,10324,4,7188,3,8937,3,23587,9,239,1,18925,10,11600,2,18050,4,Harrow 023D,E09000015,Harrow,8650.0,3.0,1315.0,3.0,2.0
E01002132,Harrow,25446,8,4100,9,"21,375",9,21196,8,23114,9,28268,9,14789,7,2481,6,15454,9,32683,10,31654,10,Harrow 029A,E09000015,Harrow,25446.0,8.0,4100.0,9.0,5.0
E01002133,Harrow,6641,3,807,2,"1,995",2,5183,2,4812,2,7370,2,10435,5,227,1,16585,9,19303,5,13073,3,Harrow 027A,E09000015,Harrow,6641.0,3.0,807.0,2.0,1.0
E01002134,Harrow,25562,8,4114,9,"15,833",8,26769,9,22410,8,25183,8,18270,8,2630,6,19824,10,30232,9,31134,10,Harrow 029B,E09000015,Harrow,25562.0,8.0,4114.0,9.0,5.0
E01002135,Harrow,18752,6,3204,7,"8,523",5,20250,8,15136,6,19493,7,19344,8,2174,5,12973,7,27950,8,20855,6,Harrow 029C,E09000015,Harrow,18752.0,6.0,3204.0,7.0,4.0
E01002136,Harrow,21233,7,3572,8,"16,863",8,17183,7,17147,7,23416,8,8101,3,3085,7,14020,8,31969,10,29627,9,Harrow 027B,E09000015,Harrow,21233.0,7.0,3572.0,8.0,4.0
E01002137,Harrow,30813,10,4740,10,"25,460",10,31666,10,32214,10,32616,10,30115,10,3967,9,14151,8,31808,10,26292,8,Harrow 029D,E09000015,Harrow,30813.0,10.0,4740.0,10.0,5.0
E01002138,Harrow,16583,6,2854,6,"8,124",5,13627,6,12556,5,18440,6,6758,3,2438,6,11970,7,30406,9,26302,8,Harrow 027C,E09000015,Harrow,16583.0,6.0,2854.0,6.0,3.0
E01002139,Harrow,7669,3,1071,3,"3,994",3,6481,3,5250,2,6987,2,9735,4,1227,3,18775,10,19255,5,10365,2,Harrow 006A,E09000015,Harrow,7669.0,3.0,1071.0,3.0,2.0
E01002140,Harrow,15873,5,2741,6,"12,975",7,11451,5,12014,5,16092,5,8569,4,2678,6,17605,9,22701,6,21965,6,Harrow 005A,E09000015,Harrow,15873.0,5.0,2741.0,6.0,3.0
E01002141,Harrow,18818,6,3214,7,"10,298",6,17115,7,14301,6,16602,5,13410,6,2271,5,18803,10,30917,9,26459,8,Harrow 005B,E09000015,Harrow,18818.0,6.0,3214.0,7.0,4.0
E01002142,Harrow,19554,6,3326,7,"16,458",8,15704,6,15407,6,21195,7,13425,6,1689,4,15606,9,29772,9,29458,9,Harrow 005C,E09000015,Harrow,19554.0,6.0,3326.0,7.0,4.0
E01002143,Harrow,14373,5,2465,6,"9,000",5,11178,5,11603,5,15390,5,12706,6,2517,6,9670,6,22385,6,17786,4,Harrow 005D,E09000015,Harrow,14373.0,5.0,2465.0,6.0,3.0
E01002144,Harrow,20101,7,3412,8,"20,298",9,19037,8,20003,8,24566,8,15925,7,693,2,17233,9,30516,9,26628,8,Harrow 004A,E09000015,Harrow,20101.0,7.0,3412.0,8.0,4.0
E01002145,Harrow,18154,6,3112,7,"14,634",7,16632,7,14989,6,15460,5,24259,10,1592,4,20563,10,21125,6,26886,8,Harrow 005E,E09000015,Harrow,18154.0,6.0,3112.0,7.0,4.0
E01002146,Harrow,31847,10,4805,10,"28,695",10,25855,9,28984,10,32171,10,23815,10,4505,10,22192,10,32259,10,31270,10,Harrow 004B,E09000015,Harrow,31847.0,10.0,4805.0,10.0,5.0
E01002147,Harrow,26037,8,4180,9,"22,643",9,24260,9,25940,9,31124,10,26285,10,1061,3,17591,9,30934,10,32051,10,Harrow 004C,E09000015,Harrow,26037.0,8.0,4180.0,9.0,5.0
E01002148,Harrow,24001,8,3915,9,"18,861",8,14811,6,16488,7,23094,8,20397,9,3603,8,19663,10,29504,9,27869,8,Harrow 006B,E09000015,Harrow,24001.0,8.0,3915.0,9.0,5.0
E01002149,Harrow,30915,10,4752,10,"26,638",10,31029,10,30304,10,32347,10,23507,9,3144,7,23711,10,32543,10,32514,10,Harrow 004D,E09000015,Harrow,30915.0,10.0,4752.0,10.0,5.0
E01002150,Harrow,23608,8,3870,9,"17,815",8,18573,7,19325,8,22931,8,27498,10,2553,6,16555,9,25493,7,28991,9,Harrow 006C,E09000015,Harrow,23608.0,8.0,3870.0,9.0,5.0
E01002151,Harrow,6225,2,709,2,"3,249",3,7659,3,4545,2,4111,1,14883,7,1579,4,12954,7,16084,4,9466,1,Harrow 006D,E09000015,Harrow,6225.0,2.0,709.0,2.0,1.0
E01002152,Harrow,28974,9,4557,10,"25,818",10,27440,9,27662,9,29527,9,30409,10,2009,5,21830,10,31523,10,32475,10,Harrow 006E,E09000015,Harrow,28974.0,9.0,4557.0,10.0,5.0
E01002153,Harrow,29775,10,4646,10,"20,131",9,30155,10,26910,9,25930,8,28742,10,4158,9,17104,9,31831,10,31351,10,Harrow 019A,E09000015,Harrow,29775.0,10.0,4646.0,10.0,5.0
E01002154,Harrow,21403,7,3591,8,"11,247",6,16135,7,15570,7,22723,8,10626,5,3247,7,17027,9,29628,9,28739,8,Harrow 015A,E09000015,Harrow,21403.0,7.0,3591.0,8.0,4.0
E01002155,Harrow,28451,9,4491,10,"23,652",9,31882,10,28954,10,29055,9,24772,10,2319,5,17854,9,30969,10,31819,10,Harrow 019B,E09000015,Harrow,28451.0,9.0,4491.0,10.0,5.0
E01002156,Harrow,28427,9,4488,10,"22,108",9,26836,9,24751,9,24498,8,21661,9,3829,8,23292,10,30609,9,30849,9,Harrow 015B,E09000015,Harrow,28427.0,9.0,4488.0,10.0,5.0
E01002157,Harrow,23409,8,3841,8,"12,670",7,17718,7,16563,7,23107,8,18416,8,3164,7,18133,9,30701,9,29121,9,Harrow 019C,E09000015,Harrow,23409.0,8.0,3841.0,8.0,4.0
E01002158,Harrow,29427,9,4602,10,"26,438",10,28646,10,29141,10,30850,10,25131,10,2523,6,21478,10,29940,9,31844,10,Harrow 019D,E09000015,Harrow,29427.0,9.0,4602.0,10.0,5.0
E01002159,Harrow,21098,7,3556,8,"12,567",7,14854,6,14911,6,16574,5,24037,10,2854,6,17703,9,29314,9,30496,9,Harrow 021A,E09000015,Harrow,21098.0,7.0,3556.0,8.0,4.0
E01002160,Harrow,20906,7,3532,8,"9,655",6,16342,7,14077,6,19220,6,20638,9,2690,6,14706,8,32021,10,30150,9,Harrow 021B,E09000015,Harrow,20906.0,7.0,3532.0,8.0,4.0
E01002161,Harrow,19247,6,3276,7,"8,458",5,14593,6,11499,5,18084,6,21803,9,2343,5,19262,10,27275,8,29498,9,Harrow 021C,E09000015,Harrow,19247.0,6.0,3276.0,7.0,4.0
E01002162,Harrow,16353,5,2816,6,"10,373",6,11487,5,11425,5,17120,6,24257,10,1127,3,12299,7,25966,7,27768,8,Harrow 015C,E09000015,Harrow,16353.0,5.0,2816.0,6.0,3.0
E01002163,Harrow,23147,8,3815,8,"18,383",8,17950,7,19729,8,21019,7,18077,8,2486,6,19554,10,29418,9,29765,9,Harrow 015D,E09000015,Harrow,23147.0,8.0,3815.0,8.0,4.0
E01002164,Harrow,26005,8,4175,9,"13,766",7,27906,9,22446,8,26266,9,19214,8,2867,6,17088,9,31415,10,30823,9,Harrow 021D,E09000015,Harrow,26005.0,8.0,4175.0,9.0,5.0
E01002165,Harrow,19339,6,3294,7,"9,725",6,24826,9,20104,8,22186,7,19089,8,1021,3,14224,8,30757,9,19199,5,Harrow 017A,E09000015,Harrow,19339.0,6.0,3294.0,7.0,4.0
E01002166,Harrow,20715,7,3500,8,"7,447",5,15446,6,13597,6,27032,9,23687,10,2128,5,16537,9,28908,9,19077,5,Harrow 017B,E09000015,Harrow,20715.0,7.0,3500.0,8.0,4.0
E01002167,Harrow,14079,5,2426,6,"2,998",2,15406,6,11842,5,19899,7,18048,8,1223,3,8727,5,26397,8,12677,2,Harrow 017C,E09000015,Harrow,14079.0,5.0,2426.0,6.0,3.0
E01002168,Harrow,10183,4,1678,4,"2,327",2,7964,3,7115,3,12125,4,17582,8,744,2,13749,8,19958,5,13700,3,Harrow 017D,E09000015,Harrow,10183.0,4.0,1678.0,4.0,2.0
E01002169,Harrow,16024,5,2776,6,"5,751",4,15135,6,13326,6,21385,7,14498,6,870,2,13596,8,30262,9,17769,4,Harrow 017E,E09000015,Harrow,16024.0,5.0,2776.0,6.0,3.0
E01002170,Harrow,17473,6,2990,7,"8,126",5,20066,8,14956,6,19009,6,21885,9,1541,4,14565,8,28406,8,15708,3,Harrow 033A,E09000015,Harrow,17473.0,6.0,2990.0,7.0,4.0
E01002171,Harrow,22823,7,3769,8,"14,197",7,21201,8,20962,8,26447,9,26929,10,1428,3,15037,8,30800,9,22734,6,Harrow 033B,E09000015,Harrow,22823.0,7.0,3769.0,8.0,4.0
E01002172,Harrow,21241,7,3574,8,"10,891",6,26785,9,19593,8,23897,8,24633,10,1718,4,14343,8,29734,9,18724,5,Harrow 033C,E09000015,Harrow,21241.0,7.0,3574.0,8.0,4.0
E01002173,Harrow,20318,7,3442,8,"13,918",7,16252,7,15823,7,21518,7,26500,10,1309,3,18450,9,29661,9,24189,7,Harrow 033D,E09000015,Harrow,20318.0,7.0,3442.0,8.0,4.0
E01002174,Harrow,24165,8,3934,9,"11,691",6,26008,9,19645,8,26142,8,24704,10,2535,6,14495,8,31337,10,25446,7,Harrow 033E,E09000015,Harrow,24165.0,8.0,3934.0,9.0,5.0
E01002175,Harrow,22661,7,3747,8,"11,086",6,27178,9,19882,8,27146,9,22162,9,1675,4,16368,9,28154,8,23512,7,Harrow 033F,E09000015,Harrow,22661.0,7.0,3747.0,8.0,4.0
